,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,PerformanceRating
0,-1.7674024601541989,0.6764409955535592,-1.1679927403439399,-0.8519354865020694,0.2055787946355437,-1.4602736377522223,1.0142492705954185,-0.6642160853661633,0.7109831141749628,0.22524673889433408,-0.46174293227255736,1.1013816397242977,-1.0801224029512226,3
1,-0.2168201279435434,1.644248743413341,-0.6625681986705569,0.9314943129797024,1.8456666267107849,-0.016368442825370116,1.5056120592280153,-0.7828900068594209,-0.1892837133347322,1.3577587776722262,-1.0489291120183983,0.12771247852323195,-0.2354437006553514,3
2,2.461306169332648,3.408205516673917,-1.6791595952007585,0.16631631742304553,0.24507195102154353,1.4279419031565297,1.2911523328293049,0.89928232317928,-1.2721976557300423,-0.3539110010886837,-1.9043793429720506,0.1724460965730921,-1.7574080370586918,4
3,0.8070164151501206,3.8027745787639606,1.2482667770596487,-1.221907258037872,-0.366835996490047,-0.06803967322431273,-0.2244069536618651,-0.3445780663207202,0.5180895590061341,0.08850672982133295,-0.16103823489501057,0.8467546625010495,1.4662462167714532,3
4,5.802571485208263,-0.5759172920591296,1.88554079806125,2.0002931687904812,0.009019611004594285,0.057410884187383486,1.5455730860838417,-0.1958158699565304,0.8890813703096162,0.41170994992891957,-0.7687341467641314,-0.7333008354151439,0.96428364965552,3
5,-1.8544766027351398,0.8740091885158516,-1.978062560008042,0.48474114120240763,1.0355540395118663,0.6940358199494614,0.23503391502189128,1.9527805438726624,-2.1478479326316777,0.592685519683665,-0.20606983067460502,1.2241006185895145,0.17953358732878677,4
6,4.397936882299126,-1.4955100901586595,-1.0142356950625457,0.2376336015989698,0.6430850952566146,-0.35903439044380653,1.4666630721499756,-0.7930881609427028,-0.3612592652924495,0.15879586863275172,-0.9330674111776814,-1.624495472689259,0.18450305671135148,3
7,3.8285273977462078,-0.21787542972334378,-1.225989274813397,2.4335584467618983,-2.305865781296044,-1.1907007089508779,-1.0147151347773942,0.24350936809362822,-1.0066798683147369,-0.20984955273570716,0.18289966582933093,0.3484360276849997,-0.253032828019235,3
8,6.158367781038267,0.030695272633817976,0.35675834460411543,1.1371356550129625,-1.7337522369367715,2.183191289290427,-1.0770110690764592,0.18229599896353707,0.22149445618785424,0.746707835291457,-0.6454451800428541,0.2900045865909475,-1.5745946023769855,3
9,1.568298802252691,-1.6259046910356687,0.5641376316429464,0.3073553788558275,1.7606280214806416,-1.438594113508475,-0.8763845409539086,-0.24809926946753777,-0.37441099145807377,-0.9992774975967406,0.3597054062411549,0.3888099150943342,-0.38652839020036006,3
10,-0.7238028210794789,-0.5422831758753313,1.3282281925893573,0.4557617102849038,-0.660671179917913,-0.6718270667262164,0.17805441051345006,-0.20543974935615808,-1.5435593091877575,1.3134729564617824,1.7803779875071912,0.2026769764001833,0.20501732668688785,3
11,6.711872055446834,3.576552767827184,-1.8706239960681224,-0.20547139729114566,0.26596067252958216,-1.4371230016461634,0.0598770064215162,-0.08052645794897433,0.42018160161269735,0.5722114664666395,-0.8466094512783405,0.7140261531465676,0.9900162909599011,3
12,4.169491968172088,0.8035260436085488,-0.247210866041463,-0.7223071563124248,-1.8779140400991636,-0.025523254760500685,4.0953916054138695,0.12572004637547143,-0.54804890830749,-1.672905582441056,0.7894540177752,0.6620954811216604,1.1805991771703803,4
13,-1.8761116355116543,-2.863581437056782,0.20438520099343946,0.7331076887866259,0.7908025623564865,-0.47884673835698044,-0.34069624298992107,-1.4224865557522428,0.042780640936356355,-1.1289846478699772,1.707729115197879,0.4056123947281434,-0.14905554213198122,3
14,3.276974316024273,-1.5722489072686205,-0.5936118662982216,0.23152800547098262,-0.25175824914626016,-1.108206111452259,1.5176859460259646,-0.5295067897073539,0.5160265045604476,1.0276769053732913,0.32795617419497797,0.31572041176269533,1.269593096187338,3
15,0.3109647192026905,-0.4864458892939835,0.1571192444809486,1.2180144405066933,-0.38008924270790134,-1.40195828912463,-0.01248721847650247,-0.12573201460637265,1.7330896540444616,-0.48762246302764556,0.3296222738356514,-0.32256980777162464,0.7718927935628552,3
